datetime,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,SZA,T2M,WS50M,WSC
2020-02-18 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.02,2.57,2.87
2020-02-18 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.68,3.04,3.4
2020-02-18 06:00:00,47.15,50.75,131.97,31.15,0.39,85.01,23.67,3.5,3.91
2020-02-18 07:00:00,262.3,297.15,526.08,80.81,0.57,70.82,26.46,4.79,5.35
2020-02-18 08:00:00,506.92,557.9,544.97,132.23,0.66,56.66,28.95,5.94,6.64
2020-02-18 09:00:00,682.55,779.33,630.84,186.29,0.67,43.0,31.23,6.69,7.48
2020-02-18 10:00:00,844.08,939.5,715.18,192.64,0.7,30.5,33.16,6.87,7.68
2020-02-18 11:00:00,941.47,1015.9,706.69,231.98,0.73,21.36,34.69,6.78,7.58
2020-02-18 12:00:00,970.9,1018.22,708.18,244.71,0.74,20.66,35.5,6.65,7.43
2020-02-18 13:00:00,854.9,939.1,715.86,206.41,0.7,29.01,35.75,6.51,7.28
2020-02-18 14:00:00,702.05,782.85,606.07,250.5,0.67,41.24,35.49,6.24,6.97
2020-02-18 15:00:00,468.48,564.67,561.64,145.11,0.58,54.8,34.69,5.93,6.63
2020-02-18 16:00:00,250.75,307.45,419.2,96.22,0.5,68.92,33.32,5.45,6.09
2020-02-18 17:00:00,56.5,65.6,122.73,45.13,0.35,83.29,31.13,4.51,5.04
2020-02-18 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.99,3.83,4.28
2020-02-18 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.01,3.42,3.82
2020-02-18 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.23,3.13,3.5
2020-02-18 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.61,2.98,3.33
2020-02-18 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.06,2.88,3.22
2020-02-18 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.53,2.91,3.25
2020-02-19 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.13,2.68,3.0
2020-02-19 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.76,2.57,2.87
2020-02-19 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.36,2.6,2.91
2020-02-19 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.93,2.69,3.01
2020-02-19 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.49,2.88,3.22
2020-02-19 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.07,2.96,3.31
2020-02-19 06:00:00,26.35,43.75,28.85,27.05,0.21,84.95,24.16,3.11,3.48
2020-02-19 07:00:00,98.03,267.65,121.62,51.51,0.21,70.73,27.07,4.94,5.52
2020-02-19 08:00:00,218.55,521.92,208.39,104.6,0.28,56.54,29.95,6.02,6.73
2020-02-19 09:00:00,413.15,735.47,287.11,183.43,0.4,42.83,32.23,6.27,7.01
2020-02-19 10:00:00,491.38,901.72,288.85,233.22,0.41,30.27,34.08,6.15,6.87
2020-02-19 11:00:00,622.78,986.25,333.25,269.17,0.48,21.04,35.51,5.86,6.55
2020-02-19 12:00:00,729.7,999.62,380.3,329.2,0.56,20.34,36.46,5.53,6.18
2020-02-19 13:00:00,722.3,921.42,386.76,310.47,0.59,28.8,36.91,5.06,5.66
2020-02-19 14:00:00,600.83,766.92,370.79,275.33,0.57,41.1,36.8,4.49,5.02
2020-02-19 15:00:00,435.98,554.2,439.28,171.01,0.54,54.72,36.02,4.07,4.55
2020-02-19 16:00:00,227.25,304.2,385.1,107.37,0.45,68.86,34.58,3.8,4.25
2020-02-19 17:00:00,47.38,65.4,89.91,41.43,0.29,83.26,32.28,3.36,3.76
2020-02-19 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,30.47,2.93,3.27
2020-02-19 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,29.58,2.72,3.04
2020-02-19 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.68,2.65,2.96
2020-02-19 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.82,2.34,2.62
2020-02-19 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.94,2.08,2.32
2020-02-19 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.1,1.72,1.92
2020-02-20 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.33,1.31,1.46
2020-02-20 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.69,1.08,1.21
2020-02-20 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.38,1.01,1.13
2020-02-20 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.21,1.26,1.41
2020-02-20 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.0,1.76,1.97
2020-02-20 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.79,1.82,2.03
2020-02-20 06:00:00,29.98,44.67,27.24,31.37,0.24,84.88,24.31,2.09,2.34
2020-02-20 07:00:00,145.32,272.75,229.91,82.66,0.31,70.63,25.97,3.76,4.2
2020-02-20 08:00:00,313.42,533.72,279.04,138.07,0.41,56.41,27.9,4.64,5.19
2020-02-20 09:00:00,483.73,754.9,418.35,175.2,0.47,42.66,29.85,5.04,5.63
2020-02-20 10:00:00,550.05,914.53,305.58,238.46,0.46,30.04,31.73,5.13,5.73
2020-02-20 11:00:00,593.5,990.05,341.68,246.77,0.46,20.71,33.39,4.77,5.33
2020-02-20 12:00:00,666.25,992.9,264.96,314.23,0.51,20.02,34.38,4.47,5.0
2020-02-20 13:00:00,581.78,912.9,314.53,242.16,0.48,28.59,34.73,4.47,5.0
2020-02-20 14:00:00,460.8,750.1,190.81,249.56,0.44,40.97,34.53,4.4,4.92
2020-02-20 15:00:00,304.45,532.47,187.09,165.04,0.38,54.63,33.5,4.19,4.68
2020-02-20 16:00:00,154.88,279.35,215.4,81.15,0.31,68.81,32.0,3.89,4.35
2020-02-20 17:00:00,44.25,59.35,31.56,44.23,0.27,83.23,30.11,3.29,3.68
2020-02-20 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.71,2.39,2.67
2020-02-20 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.85,1.75,1.96
2020-02-20 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.01,1.52,1.7
2020-02-20 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.31,1.46,1.63
2020-02-20 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.62,1.51,1.69
2020-02-20 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.05,1.5,1.68
2020-02-21 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.55,1.37,1.53
2020-02-21 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.23,1.44,1.61
2020-02-21 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.01,1.7,1.9
2020-02-21 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.71,1.59,1.78
2020-02-21 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.45,1.31,1.46
2020-02-21 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.3,1.52,1.7
2020-02-21 06:00:00,32.0,41.1,21.44,29.71,0.25,84.81,23.74,1.94,2.17
2020-02-21 07:00:00,132.38,253.27,177.64,72.45,0.29,70.53,25.13,2.99,3.34
2020-02-21 08:00:00,278.88,513.55,333.63,114.88,0.36,56.28,27.02,3.76,4.2
2020-02-21 09:00:00,419.62,747.28,278.02,196.65,0.41,42.49,29.68,4.34,4.85
2020-02-21 10:00:00,515.55,908.12,187.23,248.94,0.43,29.8,31.96,4.33,4.84
2020-02-21 11:00:00,557.35,993.85,356.31,232.83,0.43,20.38,33.49,4.04,4.52
2020-02-21 12:00:00,599.33,998.58,211.62,298.23,0.46,19.7,34.1,3.72,4.16
2020-02-21 13:00:00,498.83,913.75,170.22,259.4,0.41,28.38,33.67,3.31,3.7
2020-02-21 14:00:00,352.7,758.28,127.33,197.4,0.34,40.85,33.15,2.88,3.22
2020-02-21 15:00:00,245.02,546.33,216.13,118.75,0.3,54.55,32.3,2.71,3.03
2020-02-21 16:00:00,139.93,292.33,167.05,94.39,0.28,68.76,30.93,2.67,2.98
2020-02-21 17:00:00,33.88,62.22,9.41,36.05,0.21,83.2,29.04,2.32,2.59
2020-02-21 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.74,1.98,2.21
2020-02-21 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.67,1.84,2.06
2020-02-21 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.78,1.83,2.05
2020-02-21 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.06,1.69,1.89
2020-02-21 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.33,1.99,2.22
2020-02-21 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.57,2.55,2.85
2020-02-22 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.82,2.88,3.22
2020-02-22 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.19,2.75,3.07
2020-02-22 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.58,2.62,2.93
2020-02-22 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.09,2.71,3.03
2020-02-22 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.8,2.57,2.87
2020-02-22 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.64,2.13,2.38
2020-02-22 06:00:00,21.1,36.2,1.31,24.64,0.17,84.74,20.97,1.93,2.16
2020-02-22 07:00:00,109.15,230.4,75.13,87.34,0.23,70.42,21.69,1.53,1.71
2020-02-22 08:00:00,206.65,493.12,88.29,142.82,0.27,56.15,23.68,1.52,1.7
2020-02-22 09:00:00,327.17,722.33,81.97,184.49,0.32,42.32,26.52,2.65,2.96
2020-02-22 10:00:00,348.17,887.3,57.48,246.87,0.29,29.56,28.94,3.52,3.93
2020-02-22 11:00:00,476.02,936.53,106.59,250.51,0.36,20.05,30.5,3.78,4.22
2020-02-22 12:00:00,554.25,940.4,102.69,282.36,0.42,19.37,30.77,3.89,4.35
2020-02-22 13:00:00,490.27,846.65,334.41,224.94,0.4,28.18,30.61,4.11,4.59
2020-02-22 14:00:00,397.25,698.62,103.43,216.34,0.38,40.72,29.68,4.48,5.01
2020-02-22 15:00:00,247.38,491.15,36.9,176.96,0.31,54.47,28.56,4.64,5.19
2020-02-22 16:00:00,123.4,248.93,22.55,100.64,0.24,68.71,27.42,4.34,4.85
2020-02-22 17:00:00,31.7,47.97,0.0,36.97,0.19,83.17,25.8,3.37,3.77
2020-02-22 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.44,2.48,2.77
2020-02-22 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.76,2.02,2.26
2020-02-22 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.2,1.86,2.08
2020-02-22 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.72,1.78,1.99
2020-02-22 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.28,1.73,1.93
2020-02-22 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.84,1.92,2.15
2020-02-23 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.37,2.26,2.53
2020-02-23 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.91,2.28,2.55
2020-02-23 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.59,2.05,2.29
2020-02-23 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.38,1.91,2.13
2020-02-23 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.24,1.72,1.92
2020-02-23 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.11,1.7,1.9
2020-02-23 06:00:00,21.02,36.05,0.0,25.59,0.16,84.67,20.47,1.75,1.96
2020-02-23 07:00:00,96.35,232.48,57.7,77.86,0.21,70.32,21.86,2.05,2.29
2020-02-23 08:00:00,172.12,492.45,39.16,118.16,0.22,56.02,24.3,2.2,2.46
2020-02-23 09:00:00,260.38,719.83,33.49,177.37,0.25,42.15,27.08,2.55,2.85
2020-02-23 10:00:00,317.77,886.17,32.88,203.28,0.26,29.32,29.08,3.02,3.38
2020-02-23 11:00:00,330.67,933.9,36.8,194.53,0.25,19.71,30.41,3.51,3.92
2020-02-23 12:00:00,417.83,940.42,53.03,260.95,0.32,19.05,31.2,3.91,4.37
2020-02-23 13:00:00,492.08,860.75,20.99,360.96,0.4,27.98,31.67,4.08,4.56
2020-02-23 14:00:00,378.2,706.9,49.25,236.02,0.36,40.6,31.57,4.19,4.68
2020-02-23 15:00:00,251.35,485.3,157.05,134.21,0.31,54.4,30.75,4.27,4.77
2020-02-23 16:00:00,130.05,245.5,99.59,87.04,0.26,68.67,29.51,4.1,4.58
2020-02-23 17:00:00,38.47,49.03,8.79,36.99,0.23,83.15,27.61,3.52,3.93
2020-02-23 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.12,2.85,3.19
2020-02-23 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.28,2.05,2.29
2020-02-23 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.66,1.59,1.78
2020-02-23 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.02,1.42,1.59
2020-02-23 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.51,1.11,1.24
2020-02-23 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.12,1.05,1.17
2020-02-24 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.72,1.09,1.22
2020-02-24 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.27,1.21,1.35
2020-02-24 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.77,1.32,1.48
2020-02-24 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.24,1.41,1.58
2020-02-24 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.78,1.39,1.55
2020-02-24 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.4,1.17,1.31
2020-02-24 06:00:00,29.17,35.38,3.91,33.39,0.22,84.59,20.94,0.82,0.92
2020-02-24 07:00:00,99.35,232.88,63.36,72.82,0.21,70.21,22.96,1.41,1.58
2020-02-24 08:00:00,193.2,481.6,61.35,133.09,0.25,55.88,26.0,2.99,3.34
2020-02-24 09:00:00,298.7,704.58,23.91,206.66,0.29,41.97,29.2,3.9,4.36
2020-02-24 10:00:00,406.98,869.05,40.56,243.64,0.34,29.08,31.64,4.3,4.81
2020-02-24 11:00:00,520.72,954.97,59.36,307.44,0.4,19.38,33.25,4.54,5.07
2020-02-24 12:00:00,606.2,960.97,287.74,280.05,0.46,18.73,34.22,4.58,5.12
2020-02-24 13:00:00,541.08,874.35,149.66,289.69,0.44,27.79,34.38,4.55,5.09
2020-02-24 14:00:00,407.83,720.53,109.18,234.0,0.39,40.49,34.28,4.33,4.84
2020-02-24 15:00:00,225.5,500.17,70.87,134.73,0.28,54.33,33.65,4.01,4.48
2020-02-24 16:00:00,79.62,251.98,40.23,56.56,0.16,68.62,32.39,3.73,4.17
2020-02-24 17:00:00,43.95,50.4,10.98,46.82,0.26,83.13,29.9,3.15,3.52
2020-02-24 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.73,2.53,2.83
2020-02-24 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.69,2.38,2.66
2020-02-24 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.02,1.99,2.22
2020-02-24 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.44,2.19,2.45
2020-02-24 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.67,2.26,2.53
2020-02-24 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.06,1.83,2.05
2020-02-25 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.67,1.19,1.33
2020-02-25 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.12,0.82,0.92
2020-02-25 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.47,0.76,0.85
2020-02-25 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.91,0.56,0.63
2020-02-25 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.55,0.52,0.58
2020-02-25 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.52,0.69,0.77
2020-02-25 06:00:00,28.62,38.12,3.78,32.6,0.22,84.51,22.44,1.1,1.23
2020-02-25 07:00:00,158.5,233.8,102.96,121.36,0.34,70.1,24.92,1.95,2.18
2020-02-25 08:00:00,306.55,475.95,220.2,152.04,0.39,55.75,27.95,2.86,3.2
2020-02-25 09:00:00,510.35,702.67,244.61,244.14,0.49,41.8,30.87,3.31,3.7
2020-02-25 10:00:00,534.62,870.9,357.32,223.36,0.44,28.84,33.22,3.64,4.07
2020-02-25 11:00:00,710.25,990.33,381.3,283.8,0.54,19.04,34.79,3.88,4.34
2020-02-25 12:00:00,709.4,995.65,261.52,361.83,0.54,18.41,35.58,3.99,4.46
2020-02-25 13:00:00,513.12,918.78,450.29,197.29,0.42,27.6,35.01,4.16,4.65
2020-02-25 14:00:00,501.35,757.53,234.96,249.98,0.47,40.37,34.21,4.27,4.77
2020-02-25 15:00:00,334.0,547.53,257.3,163.25,0.41,54.26,33.04,4.03,4.5
2020-02-25 16:00:00,162.0,294.83,178.03,106.0,0.32,68.59,31.58,3.47,3.88
2020-02-25 17:00:00,48.4,62.2,30.42,47.66,0.29,83.11,29.83,2.84,3.17
2020-02-25 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,28.45,2.42,2.7
2020-02-25 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.57,2.32,2.59
2020-02-25 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.88,2.11,2.36
2020-02-25 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.33,1.83,2.05
2020-02-25 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.71,1.54,1.72
2020-02-25 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.02,1.71,1.91
2020-02-26 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.22,1.66,1.86
2020-02-26 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.53,1.5,1.68
2020-02-26 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.19,1.1,1.23
2020-02-26 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.99,0.79,0.88
2020-02-26 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.91,0.81,0.91
2020-02-26 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.6,0.86,0.96
2020-02-26 06:00:00,33.17,40.42,4.1,40.35,0.25,84.43,23.15,0.95,1.06
2020-02-26 07:00:00,175.48,240.12,90.97,129.3,0.37,69.99,24.94,1.71,1.91
2020-02-26 08:00:00,357.55,495.02,126.2,247.18,0.46,55.61,26.99,2.38,2.66
2020-02-26 09:00:00,461.1,722.7,231.36,249.58,0.44,41.62,29.13,2.92,3.26
2020-02-26 10:00:00,639.28,880.3,280.14,298.19,0.52,28.6,31.11,3.45,3.86
2020-02-26 11:00:00,711.85,978.28,221.18,345.44,0.54,18.7,32.23,3.84,4.29
2020-02-26 12:00:00,643.7,976.6,265.42,287.78,0.49,18.09,32.7,4.15,4.64
2020-02-26 13:00:00,562.95,887.62,284.91,255.03,0.46,27.41,32.96,4.29,4.79
2020-02-26 14:00:00,511.8,733.95,253.53,236.2,0.48,40.27,32.64,4.37,4.88
2020-02-26 15:00:00,347.05,515.6,299.79,151.87,0.43,54.2,31.68,4.31,4.82
2020-02-26 16:00:00,182.35,265.38,193.99,92.41,0.36,68.55,30.56,4.15,4.64
2020-02-26 17:00:00,49.72,54.65,27.89,53.38,0.3,83.09,28.95,3.62,4.05
2020-02-26 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,27.35,3.08,3.44
2020-02-26 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.5,2.88,3.22
2020-02-26 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.9,2.61,2.92
2020-02-26 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.42,2.24,2.5
2020-02-26 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.94,2.2,2.46
2020-02-26 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.38,2.28,2.55
2020-02-27 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.86,2.41,2.69
2020-02-27 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.09,2.47,2.76
2020-02-27 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.43,2.48,2.77
2020-02-27 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.9,2.25,2.51
2020-02-27 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.45,1.86,2.08
2020-02-27 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.14,1.58,1.77
2020-02-27 06:00:00,33.78,37.78,4.77,33.07,0.25,84.34,21.83,1.34,1.5
2020-02-27 07:00:00,168.15,225.93,104.25,119.12,0.35,69.87,23.67,0.58,0.65
2020-02-27 08:00:00,364.2,486.55,247.24,184.26,0.46,55.47,26.41,1.42,1.59
2020-02-27 09:00:00,558.05,724.65,327.03,259.86,0.54,41.44,29.06,2.17,2.43
2020-02-27 10:00:00,735.53,895.6,384.77,301.05,0.6,28.36,31.12,2.67,2.98
2020-02-27 11:00:00,847.12,1027.15,491.22,268.83,0.64,18.35,32.47,2.98,3.33
2020-02-27 12:00:00,814.58,1025.22,468.44,283.62,0.62,17.77,33.24,3.17,3.54
2020-02-27 13:00:00,694.85,939.47,394.68,287.56,0.56,27.23,33.35,3.44,3.84
2020-02-27 14:00:00,580.65,775.17,375.47,248.8,0.55,40.16,32.53,3.72,4.16
2020-02-27 15:00:00,358.05,545.3,306.02,160.44,0.44,54.14,31.62,3.91,4.37
2020-02-27 16:00:00,176.73,280.67,163.9,103.56,0.35,68.52,30.28,3.81,4.26
2020-02-27 17:00:00,50.9,57.75,26.43,48.75,0.3,83.08,28.03,3.13,3.5
2020-02-27 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.1,2.82,3.15
2020-02-27 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.09,2.8,3.13
2020-02-27 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.24,2.9,3.24
2020-02-27 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.48,2.75,3.07
2020-02-27 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.74,3.11,3.48
2020-02-27 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.18,3.1,3.46
2020-02-28 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.66,2.99,3.34
2020-02-28 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.15,2.69,3.01
2020-02-28 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.65,2.28,2.55
2020-02-28 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.33,1.91,2.13
2020-02-28 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.17,1.55,1.73
2020-02-28 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.05,1.23,1.37
2020-02-28 06:00:00,33.85,40.62,9.77,36.02,0.24,84.26,20.42,0.79,0.88
2020-02-28 07:00:00,150.15,241.57,113.48,100.66,0.31,69.76,21.32,0.98,1.1
2020-02-28 08:00:00,337.33,510.48,223.53,190.68,0.43,55.33,23.16,2.01,2.25
2020-02-28 09:00:00,434.95,743.08,218.59,239.61,0.42,41.27,26.18,2.72,3.04
2020-02-28 10:00:00,491.12,909.8,179.19,247.15,0.4,28.11,28.71,3.06,3.42
2020-02-28 11:00:00,644.28,999.28,290.06,259.74,0.49,18.01,30.79,3.32,3.71
2020-02-28 12:00:00,654.65,1003.8,328.92,283.56,0.49,17.46,32.16,3.54,3.96
2020-02-28 13:00:00,560.62,923.67,231.86,279.05,0.45,27.05,32.65,3.74,4.18
2020-02-28 14:00:00,458.0,765.9,216.69,227.37,0.43,40.06,32.19,3.88,4.34
2020-02-28 15:00:00,318.6,546.03,314.47,135.52,0.39,54.08,31.49,3.84,4.29
2020-02-28 16:00:00,161.43,290.85,224.99,83.92,0.32,68.48,30.37,3.58,4.0
2020-02-28 17:00:00,45.47,60.83,51.75,52.24,0.27,83.07,27.98,2.94,3.29
2020-02-28 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.94,2.55,2.85
2020-02-28 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.27,2.11,2.36
2020-02-28 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.98,1.66,1.86
2020-02-28 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.49,1.52,1.7
2020-02-28 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.7,1.69,1.89
2020-02-28 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.8,1.9,2.12
2020-02-29 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.06,1.92,2.15
2020-02-29 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.48,1.78,1.99
2020-02-29 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.08,1.48,1.65
2020-02-29 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.85,1.11,1.24
2020-02-29 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.59,0.75,0.84
2020-02-29 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.25,0.48,0.54
2020-02-29 06:00:00,36.75,42.45,22.84,34.77,0.26,84.17,20.98,0.38,0.42
2020-02-29 07:00:00,148.62,239.8,151.21,98.28,0.31,69.64,23.83,2.3,2.57
2020-02-29 08:00:00,313.88,509.35,256.04,132.78,0.4,55.19,27.01,3.47,3.88
2020-02-29 09:00:00,482.2,740.05,225.97,233.45,0.46,41.09,29.57,3.84,4.29
2020-02-29 10:00:00,559.55,905.88,251.19,269.13,0.46,27.87,31.66,3.95,4.41
2020-02-29 11:00:00,654.7,1012.4,288.39,280.19,0.5,17.66,33.08,3.91,4.37
2020-02-29 12:00:00,605.83,1006.4,268.05,251.95,0.46,17.14,33.92,3.82,4.27
2020-02-29 13:00:00,540.45,927.4,305.0,221.92,0.44,26.87,34.1,3.88,4.34
2020-02-29 14:00:00,409.67,768.35,172.25,216.62,0.39,39.97,33.68,3.94,4.4
2020-02-29 15:00:00,243.35,548.38,184.76,107.79,0.3,54.03,32.81,3.93,4.39
2020-02-29 16:00:00,120.5,292.77,143.74,73.39,0.24,68.46,31.38,3.72,4.16
2020-02-29 17:00:00,45.8,62.0,67.9,38.58,0.27,83.06,28.7,3.22,3.6
2020-02-29 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.51,2.72,3.04
2020-02-29 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.61,2.27,2.54
2020-02-29 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.01,1.93,2.16
2020-02-29 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.63,1.69,1.89
2020-02-29 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.35,1.55,1.73
