datetime,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,SZA,T2M,WS50M,WSC
2020-01-01 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.94,1.49,1.67
2020-01-01 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.56,1.06,1.18
2020-01-01 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.1,0.98,1.1
2020-01-01 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.54,0.96,1.07
2020-01-01 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.09,0.95,1.06
2020-01-01 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.75,1.12,1.25
2020-01-01 06:00:00,30.7,55.88,13.1,34.86,0.23,84.53,20.97,1.45,1.62
2020-01-01 07:00:00,166.45,285.58,96.46,121.47,0.37,71.25,22.55,2.62,2.93
2020-01-01 08:00:00,320.67,526.2,372.15,148.77,0.44,58.43,24.44,3.59,4.01
2020-01-01 09:00:00,451.48,728.08,302.63,212.07,0.47,46.64,26.27,3.74,4.18
2020-01-01 10:00:00,528.05,869.33,364.87,228.55,0.47,36.93,28.61,3.66,4.09
2020-01-01 11:00:00,538.78,928.1,333.79,217.17,0.45,31.32,30.19,3.49,3.9
2020-01-01 12:00:00,530.38,914.1,187.27,271.58,0.44,32.06,31.52,3.37,3.77
2020-01-01 13:00:00,473.05,826.25,443.3,182.85,0.43,38.79,32.32,3.42,3.82
2020-01-01 14:00:00,376.92,665.38,326.61,168.02,0.41,49.09,32.29,3.55,3.97
2020-01-01 15:00:00,241.5,455.42,239.16,116.22,0.36,61.16,31.56,3.51,3.92
2020-01-01 16:00:00,126.15,221.43,220.52,70.82,0.33,74.14,30.13,3.09,3.45
2020-01-01 17:00:00,21.33,25.45,29.55,24.98,0.28,86.87,27.52,2.45,2.74
2020-01-01 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.17,2.05,2.29
2020-01-01 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.51,1.81,2.02
2020-01-01 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.67,2.12,2.37
2020-01-01 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.83,2.41,2.69
2020-01-01 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.18,2.22,2.48
2020-01-01 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.68,1.98,2.21
2020-01-02 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.25,1.92,2.15
2020-01-02 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.85,1.83,2.05
2020-01-02 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.52,1.79,2.0
2020-01-02 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.29,1.76,1.97
2020-01-02 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.04,1.79,2.0
2020-01-02 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.64,1.85,2.07
2020-01-02 06:00:00,51.1,53.35,122.87,38.55,0.39,84.62,21.11,2.1,2.35
2020-01-02 07:00:00,229.62,272.85,416.47,88.81,0.51,71.33,23.29,3.33,3.72
2020-01-02 08:00:00,429.98,503.4,476.8,122.59,0.58,58.49,25.62,3.85,4.3
2020-01-02 09:00:00,503.27,693.0,642.69,126.92,0.52,46.67,28.56,3.85,4.3
2020-01-02 10:00:00,749.55,844.8,654.9,173.21,0.67,36.92,30.66,3.65,4.08
2020-01-02 11:00:00,819.1,921.62,650.33,233.35,0.68,31.26,32.17,3.56,3.98
2020-01-02 12:00:00,646.55,926.95,643.49,169.34,0.54,31.95,33.08,3.55,3.97
2020-01-02 13:00:00,666.85,840.55,474.83,287.76,0.61,38.65,33.39,3.59,4.01
2020-01-02 14:00:00,507.23,684.58,467.46,180.79,0.55,48.95,33.09,3.59,4.01
2020-01-02 15:00:00,331.52,472.55,434.97,127.72,0.49,61.03,32.15,3.47,3.88
2020-01-02 16:00:00,161.62,232.6,313.98,84.13,0.42,74.01,30.62,3.17,3.54
2020-01-02 17:00:00,23.2,27.4,57.68,24.87,0.29,86.79,27.78,2.6,2.91
2020-01-02 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.88,2.45,2.74
2020-01-02 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.08,2.72,3.04
2020-01-02 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.32,3.03,3.39
2020-01-02 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.61,3.13,3.5
2020-01-02 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.96,3.01,3.36
2020-01-02 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.45,2.72,3.04
2020-01-03 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.09,2.36,2.64
2020-01-03 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.68,2.24,2.5
2020-01-03 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.15,2.54,2.84
2020-01-03 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.56,3.04,3.4
2020-01-03 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.16,3.57,3.99
2020-01-03 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.03,4.16,4.65
2020-01-03 06:00:00,54.97,55.72,237.38,30.65,0.42,84.69,21.04,4.36,4.87
2020-01-03 07:00:00,287.23,291.48,617.55,86.47,0.64,71.4,24.0,4.62,5.16
2020-01-03 08:00:00,534.08,537.67,807.81,106.68,0.73,58.54,26.84,5.29,5.91
2020-01-03 09:00:00,740.83,749.6,721.41,145.16,0.77,46.7,29.33,4.95,5.53
2020-01-03 10:00:00,875.9,895.17,856.43,149.64,0.78,36.91,31.42,4.3,4.81
2020-01-03 11:00:00,949.35,962.35,807.05,163.95,0.79,31.19,32.94,3.84,4.29
2020-01-03 12:00:00,933.28,950.97,862.08,145.49,0.78,31.83,33.85,3.66,4.09
2020-01-03 13:00:00,811.1,861.75,786.3,142.67,0.74,38.51,34.12,3.57,3.99
2020-01-03 14:00:00,645.03,704.08,616.37,180.67,0.7,48.81,33.75,3.49,3.9
2020-01-03 15:00:00,431.77,489.05,669.39,102.3,0.63,60.9,32.81,3.45,3.86
2020-01-03 16:00:00,214.02,243.18,477.32,79.51,0.55,73.88,31.32,3.35,3.74
2020-01-03 17:00:00,26.52,29.27,81.02,23.12,0.33,86.7,28.47,2.9,3.24
2020-01-03 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.41,2.65,2.96
2020-01-03 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.59,2.55,2.85
2020-01-03 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.87,2.53,2.83
2020-01-03 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.15,2.56,2.86
2020-01-03 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.5,2.44,2.73
2020-01-03 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.99,2.19,2.45
2020-01-04 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.55,1.97,2.2
2020-01-04 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.94,1.96,2.19
2020-01-04 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.3,2.06,2.3
2020-01-04 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.57,2.37,2.65
2020-01-04 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,19.89,2.74,3.06
2020-01-04 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,19.34,3.0,3.35
2020-01-04 06:00:00,44.15,51.05,74.49,37.02,0.34,84.77,20.32,3.01,3.36
2020-01-04 07:00:00,251.15,282.38,459.81,99.11,0.56,71.47,24.02,3.03,3.39
2020-01-04 08:00:00,500.8,535.28,740.62,118.05,0.68,58.6,27.15,3.38,3.78
2020-01-04 09:00:00,704.47,740.67,715.56,163.77,0.73,46.73,29.6,3.03,3.39
2020-01-04 10:00:00,842.53,886.05,808.92,162.46,0.75,36.9,31.55,2.73,3.05
2020-01-04 11:00:00,957.05,968.3,1052.22,127.95,0.79,31.12,33.04,2.76,3.08
2020-01-04 12:00:00,932.22,957.58,830.54,180.65,0.78,31.71,33.95,2.88,3.22
2020-01-04 13:00:00,828.17,870.28,869.17,159.44,0.75,38.37,34.31,3.0,3.35
2020-01-04 14:00:00,639.8,713.8,651.74,155.03,0.69,48.66,34.08,3.17,3.54
2020-01-04 15:00:00,426.1,500.48,674.8,92.9,0.62,60.76,33.31,3.4,3.8
2020-01-04 16:00:00,210.65,253.55,431.51,113.61,0.53,73.75,31.88,3.58,4.0
2020-01-04 17:00:00,28.08,32.55,135.57,21.96,0.34,86.62,28.62,3.33,3.72
2020-01-04 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.61,2.89,3.23
2020-01-04 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.76,2.92,3.26
2020-01-04 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.26,2.41,2.69
2020-01-04 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.94,2.05,2.29
2020-01-04 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.33,2.19,2.45
2020-01-04 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.73,2.3,2.57
2020-01-05 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.16,2.32,2.59
2020-01-05 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.56,2.17,2.43
2020-01-05 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.96,1.96,2.19
2020-01-05 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.5,1.8,2.01
2020-01-05 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.11,1.62,1.81
2020-01-05 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.85,1.66,1.86
2020-01-05 06:00:00,42.38,46.65,54.7,41.35,0.33,84.84,21.08,1.52,1.7
2020-01-05 07:00:00,200.7,264.92,365.72,79.98,0.45,71.54,22.42,1.7,1.9
2020-01-05 08:00:00,398.95,514.65,595.19,103.76,0.54,58.65,24.51,2.23,2.49
2020-01-05 09:00:00,577.1,723.33,598.51,165.32,0.6,46.75,26.73,2.67,2.98
2020-01-05 10:00:00,674.58,869.5,684.36,145.63,0.6,36.87,28.5,3.26,3.64
2020-01-05 11:00:00,771.4,939.75,524.26,257.8,0.64,31.03,29.74,3.8,4.25
2020-01-05 12:00:00,655.12,931.35,362.44,288.46,0.55,31.57,30.43,4.21,4.71
2020-01-05 13:00:00,547.35,842.33,577.98,147.43,0.5,38.22,30.67,4.52,5.05
2020-01-05 14:00:00,431.2,687.53,417.51,157.87,0.46,48.52,30.54,4.69,5.24
2020-01-05 15:00:00,297.15,475.23,538.88,84.78,0.43,60.62,29.95,4.72,5.28
2020-01-05 16:00:00,147.32,229.95,327.26,67.19,0.37,73.62,28.77,4.59,5.13
2020-01-05 17:00:00,22.08,28.0,29.29,21.54,0.26,86.53,26.95,3.91,4.37
2020-01-05 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.58,3.32,3.71
2020-01-05 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.83,2.87,3.21
2020-01-05 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.88,2.34,2.62
2020-01-05 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.36,1.9,2.12
2020-01-05 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.99,1.49,1.67
2020-01-05 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.56,1.12,1.25
2020-01-06 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.3,0.91,1.02
2020-01-06 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.65,0.96,1.07
2020-01-06 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.11,1.15,1.29
2020-01-06 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.57,1.28,1.43
2020-01-06 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.19,1.21,1.35
2020-01-06 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.04,1.01,1.13
2020-01-06 06:00:00,48.88,49.05,155.6,33.25,0.39,84.91,20.59,0.98,1.1
2020-01-06 07:00:00,269.83,270.48,472.02,107.63,0.61,71.61,22.42,1.58,1.77
2020-01-06 08:00:00,514.03,519.12,716.26,131.51,0.7,58.69,24.88,1.74,1.94
2020-01-06 09:00:00,700.9,728.67,726.85,175.27,0.73,46.77,27.19,2.21,2.47
2020-01-06 10:00:00,818.28,875.78,733.46,203.76,0.73,36.84,28.93,2.95,3.3
2020-01-06 11:00:00,818.25,953.75,651.21,228.11,0.68,30.94,30.15,3.57,3.99
2020-01-06 12:00:00,747.9,945.8,515.71,239.93,0.62,31.43,30.95,3.94,4.4
2020-01-06 13:00:00,639.38,859.4,454.09,236.19,0.58,38.07,31.35,4.13,4.62
2020-01-06 14:00:00,507.95,703.83,461.56,194.95,0.54,48.37,31.13,4.28,4.78
2020-01-06 15:00:00,336.58,494.67,438.58,108.48,0.49,60.48,30.38,4.4,4.92
2020-01-06 16:00:00,184.3,250.73,406.0,69.01,0.46,73.49,28.9,4.27,4.77
2020-01-06 17:00:00,27.27,32.92,89.2,23.24,0.31,86.44,27.02,3.64,4.07
2020-01-06 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.69,3.02,3.38
2020-01-06 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.13,2.42,2.7
2020-01-06 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.45,2.05,2.29
2020-01-06 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.81,1.79,2.0
2020-01-06 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.25,1.76,1.97
2020-01-06 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.76,1.86,2.08
2020-01-07 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.36,1.96,2.19
2020-01-07 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.01,1.92,2.15
2020-01-07 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.71,1.79,2.0
2020-01-07 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.37,1.61,1.8
2020-01-07 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.04,1.5,1.68
2020-01-07 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.85,1.62,1.81
2020-01-07 06:00:00,42.92,53.4,101.89,38.09,0.35,84.98,21.52,1.92,2.15
2020-01-07 07:00:00,259.9,288.55,516.51,87.36,0.59,71.67,23.77,2.7,3.02
2020-01-07 08:00:00,491.55,532.2,714.45,118.4,0.67,58.73,26.41,3.35,3.74
2020-01-07 09:00:00,602.55,734.92,919.96,117.23,0.63,46.78,29.05,3.4,3.8
2020-01-07 10:00:00,786.3,879.8,771.37,155.66,0.7,36.81,31.13,3.33,3.72
2020-01-07 11:00:00,883.55,949.03,756.04,213.18,0.73,30.85,32.56,3.48,3.89
2020-01-07 12:00:00,817.33,942.8,743.42,148.0,0.68,31.29,33.5,3.64,4.07
2020-01-07 13:00:00,756.0,859.6,657.39,208.8,0.68,37.91,33.8,3.65,4.08
2020-01-07 14:00:00,584.1,706.62,524.52,206.99,0.62,48.22,33.3,3.66,4.09
2020-01-07 15:00:00,391.5,496.3,557.75,118.12,0.56,60.34,32.59,3.82,4.27
2020-01-07 16:00:00,202.98,252.8,458.07,73.45,0.5,73.36,31.36,3.72,4.16
2020-01-07 17:00:00,32.28,34.62,66.21,25.92,0.36,86.36,28.81,3.12,3.49
2020-01-07 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.74,2.84,3.17
2020-01-07 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.72,2.87,3.21
2020-01-07 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.66,2.77,3.1
2020-01-07 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.81,2.67,2.98
2020-01-07 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.15,2.47,2.76
2020-01-07 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.67,2.25,2.51
2020-01-08 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.43,1.75,1.96
2020-01-08 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.47,1.13,1.26
2020-01-08 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.36,0.5,0.56
2020-01-08 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.74,0.69,0.77
2020-01-08 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.35,0.54,0.6
2020-01-08 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.11,0.48,0.54
2020-01-08 06:00:00,42.12,46.28,77.22,40.85,0.35,85.04,21.47,0.98,1.1
2020-01-08 07:00:00,206.25,271.42,358.42,79.39,0.47,71.73,23.6,2.14,2.39
2020-01-08 08:00:00,379.98,519.15,584.1,102.4,0.52,58.77,26.5,3.08,3.44
2020-01-08 09:00:00,549.83,725.03,553.14,167.37,0.57,46.78,28.9,3.27,3.65
2020-01-08 10:00:00,747.35,870.9,637.31,210.68,0.66,36.77,31.0,3.39,3.79
2020-01-08 11:00:00,866.22,957.5,737.91,210.76,0.72,30.74,32.53,3.53,3.95
2020-01-08 12:00:00,871.88,951.55,725.74,204.25,0.72,31.14,33.46,3.66,4.09
2020-01-08 13:00:00,704.85,867.47,596.82,204.2,0.63,37.74,33.82,3.72,4.16
2020-01-08 14:00:00,526.33,715.65,564.27,158.13,0.56,48.06,33.65,3.78,4.22
2020-01-08 15:00:00,349.75,505.48,412.06,130.38,0.5,60.2,32.87,3.87,4.33
2020-01-08 16:00:00,194.07,260.85,444.52,65.58,0.48,73.23,31.47,3.78,4.22
2020-01-08 17:00:00,33.08,36.75,114.26,23.71,0.36,86.27,28.9,3.15,3.52
2020-01-08 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.68,2.93,3.27
2020-01-08 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.65,2.73,3.05
2020-01-08 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.81,2.61,2.92
2020-01-08 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.11,2.57,2.87
2020-01-08 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.55,2.49,2.78
2020-01-08 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.18,2.14,2.39
2020-01-09 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.8,1.76,1.97
2020-01-09 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.17,1.61,1.8
2020-01-09 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.62,1.65,1.84
2020-01-09 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.15,1.81,2.02
2020-01-09 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.73,2.14,2.39
2020-01-09 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.24,2.76,3.08
2020-01-09 06:00:00,49.9,51.83,150.77,33.33,0.41,85.1,20.99,3.21,3.59
2020-01-09 07:00:00,234.88,285.88,413.05,94.48,0.53,71.78,24.02,4.19,4.68
2020-01-09 08:00:00,438.88,530.22,612.1,114.28,0.6,58.8,26.68,4.75,5.31
2020-01-09 09:00:00,643.47,736.05,679.07,184.53,0.67,46.78,28.84,4.82,5.39
2020-01-09 10:00:00,797.12,880.6,695.85,208.49,0.71,36.72,30.72,4.45,4.97
2020-01-09 11:00:00,851.12,958.8,625.54,237.57,0.7,30.63,32.27,4.03,4.5
2020-01-09 12:00:00,849.83,951.95,613.71,266.53,0.7,30.98,33.27,3.73,4.17
2020-01-09 13:00:00,736.95,868.45,567.36,239.9,0.66,37.58,33.61,3.51,3.92
2020-01-09 14:00:00,572.85,715.22,521.96,190.34,0.61,47.9,33.39,3.46,3.87
2020-01-09 15:00:00,389.17,503.52,519.79,136.31,0.55,60.05,32.59,3.55,3.97
2020-01-09 16:00:00,191.02,257.4,373.19,78.71,0.47,73.1,31.17,3.7,4.14
2020-01-09 17:00:00,28.85,35.42,56.53,26.07,0.31,86.18,28.49,3.39,3.79
2020-01-09 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.14,2.96,3.31
2020-01-09 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.94,3.05,3.41
2020-01-09 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.89,3.45,3.86
2020-01-09 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.04,3.72,4.16
2020-01-09 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.51,3.6,4.02
2020-01-09 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.94,3.53,3.95
2020-01-10 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.47,3.36,3.76
2020-01-10 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.08,3.36,3.76
2020-01-10 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.71,3.28,3.67
2020-01-10 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.24,3.39,3.79
2020-01-10 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,19.81,3.66,4.09
2020-01-10 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,19.47,3.9,4.36
2020-01-10 06:00:00,41.05,46.7,104.14,34.24,0.35,85.16,20.48,4.08,4.56
2020-01-10 07:00:00,195.73,276.52,288.74,74.22,0.45,71.83,23.48,5.56,6.21
2020-01-10 08:00:00,371.75,529.88,593.49,91.11,0.51,58.83,26.2,6.58,7.35
2020-01-10 09:00:00,470.77,738.53,450.19,165.08,0.49,46.77,28.25,6.82,7.62
2020-01-10 10:00:00,586.97,885.72,580.83,140.5,0.52,36.66,29.96,6.62,7.4
2020-01-10 11:00:00,795.8,961.9,599.95,252.61,0.66,30.51,31.36,6.37,7.12
2020-01-10 12:00:00,816.28,956.22,549.23,264.77,0.68,30.81,32.37,6.4,7.15
2020-01-10 13:00:00,721.5,872.4,709.25,153.68,0.65,37.41,32.88,6.58,7.35
2020-01-10 14:00:00,601.3,719.7,556.92,195.46,0.64,47.74,32.65,6.5,7.26
2020-01-10 15:00:00,404.1,507.73,633.79,116.57,0.57,59.91,31.69,6.43,7.19
2020-01-10 16:00:00,213.77,261.25,484.94,76.18,0.52,72.97,30.1,6.13,6.85
2020-01-10 17:00:00,32.17,36.88,106.69,29.42,0.34,86.09,27.29,5.33,5.96
2020-01-10 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.99,5.07,5.67
2020-01-10 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.93,5.5,6.15
2020-01-10 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.36,5.79,6.47
2020-01-10 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.88,5.62,6.28
2020-01-10 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.45,5.46,6.1
2020-01-10 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.08,5.15,5.76
2020-01-11 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.72,4.76,5.32
2020-01-11 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.45,3.79,4.24
2020-01-11 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.19,3.23,3.61
2020-01-11 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.0,2.94,3.29
2020-01-11 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.73,3.01,3.36
2020-01-11 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.55,3.06,3.42
2020-01-11 06:00:00,28.35,48.72,66.29,29.67,0.24,85.21,21.33,2.76,3.08
2020-01-11 07:00:00,120.38,285.6,337.91,54.38,0.28,71.88,24.22,4.72,5.28
2020-01-11 08:00:00,154.3,534.12,142.52,84.45,0.21,58.85,26.92,5.58,6.24
2020-01-11 09:00:00,237.6,740.95,128.92,113.41,0.25,46.76,29.15,5.75,6.43
2020-01-11 10:00:00,325.98,885.5,218.97,138.5,0.29,36.6,30.91,5.75,6.43
2020-01-11 11:00:00,339.0,958.5,226.23,161.54,0.28,30.39,32.21,5.54,6.19
2020-01-11 12:00:00,388.1,953.83,244.36,181.6,0.32,30.64,33.03,5.21,5.82
2020-01-11 13:00:00,408.95,870.83,243.86,202.84,0.36,37.23,33.36,4.91,5.49
2020-01-11 14:00:00,337.62,717.72,267.23,167.05,0.36,47.58,33.2,4.7,5.25
2020-01-11 15:00:00,226.2,508.1,273.79,111.0,0.32,59.76,32.45,4.52,5.05
2020-01-11 16:00:00,145.98,264.17,491.25,56.23,0.35,72.84,31.08,4.17,4.66
2020-01-11 17:00:00,28.75,38.97,65.29,26.54,0.29,86.0,28.44,3.44,3.84
2020-01-11 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.28,3.33,3.72
2020-01-11 19:00:00,0.0,0.0,0.0,0.0,0.0,90.0,25.17,3.32,3.71
2020-01-11 20:00:00,0.0,0.0,0.0,0.0,0.0,90.0,24.23,3.34,3.73
2020-01-11 21:00:00,0.0,0.0,0.0,0.0,0.0,90.0,23.44,3.41,3.81
2020-01-11 22:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.96,3.32,3.71
2020-01-11 23:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.74,2.87,3.21
2020-01-12 00:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.52,2.49,2.78
2020-01-12 01:00:00,0.0,0.0,0.0,0.0,0.0,90.0,22.2,2.32,2.59
2020-01-12 02:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.72,2.37,2.65
2020-01-12 03:00:00,0.0,0.0,0.0,0.0,0.0,90.0,21.08,2.67,2.98
2020-01-12 04:00:00,0.0,0.0,0.0,0.0,0.0,90.0,20.47,2.97,3.32
2020-01-12 05:00:00,0.0,0.0,0.0,0.0,0.0,90.0,19.94,3.29,3.68
2020-01-12 06:00:00,44.12,47.55,121.99,32.64,0.38,85.26,20.89,3.43,3.83
2020-01-12 07:00:00,205.95,278.88,455.77,76.24,0.47,71.92,24.1,4.04,4.52
2020-01-12 08:00:00,378.62,528.28,649.76,77.5,0.52,58.87,27.0,4.62,5.16
2020-01-12 09:00:00,547.38,738.1,589.6,161.16,0.57,46.75,29.27,4.61,5.15
2020-01-12 10:00:00,647.7,886.33,643.86,133.32,0.57,36.54,31.11,4.29,4.79
2020-01-12 11:00:00,743.8,952.78,563.39,261.11,0.61,30.26,32.42,4.09,4.57
2020-01-12 12:00:00,724.08,948.9,456.83,264.69,0.6,30.47,33.01,3.98,4.45
2020-01-12 13:00:00,585.2,867.3,538.67,149.4,0.52,37.05,32.98,3.86,4.31
2020-01-12 14:00:00,412.73,715.4,356.35,159.79,0.43,47.42,32.9,3.72,4.16
2020-01-12 15:00:00,287.35,505.4,478.73,91.93,0.4,59.62,31.73,3.69,4.12
2020-01-12 16:00:00,155.62,261.33,303.34,72.26,0.37,72.71,30.33,3.65,4.08
2020-01-12 17:00:00,28.95,38.42,44.46,28.5,0.29,85.91,28.39,3.32,3.71
2020-01-12 18:00:00,0.0,0.0,0.0,0.0,0.0,90.0,26.94,3.3,3.69
